ArtistID,ArtistLocation,ArtistName
ARTJJZZ1187B9BA5E7,,Rishi Rich
AR8FMEN1187FB4A657,Los Angeles CA,Lizzy Borden
ARGMXQW1187FB54C34,Sao Paulo Brazil,Eliane Elias
ARC2HVM1187B98CE05,Tennessee,Clay Crosse
ARTX57T1187B98F34B,Jamaica,Mikey General
ARA7EEC1187FB4C392,Karlsruhe Germany,Snowgoons
ARAXU5Z1187B98FECD,,Gorillaz
ARWSCGO1269FCD5E49,,Hef feat. Big2 & Dio
ARID1TK1187FB4CFB8,,All Girl Summer Fun Band
ARLNSD41187FB4D9A0,Italy,Sergio Franchi
ARO0R521187B98A2D1,,2 Minutos
ARZ1YNY1187B9B673A,CANADA - Ontario,Carolyn Arends
AR9O98A1187FB39621,NY,The Strokes
ARSQDUN1187B98D7D7,allentown Pennsylvania USA,EPMD / Nocturnal
ARB9WJ11187B98BF17,Brockton MA,Steve Smith
ARIRD6J1187FB5A98C,Kingston Jamaica,Sugar Minott
AR3QRJ91187B98E4C2,Paris France,Jacques Dutronc
ARJRQL51187FB541AB,,Juan Carlos Baglietto
AR15O341187B9B182C,,Natassa Theodoridou
ARLLRL61187B9B6698,Tacoma WA,The Sonics
ARSK4D11187B9BA046,,Lisa Lisa & Cult Jam
ARI2JSK1187FB496EF,London England,Nick Ingman
AR03BDP1187FB5B324,Kentwood LA; Los Angeles CA,Britney Spears
ARCZ20M1187FB49687,Goodwill LA,Tony Joe White
ARDTPOC1241B9CE246,,DJ Phiene
AR56P361187B9AC4DB,Belfast Northern Ireland,Gary Moore
AR47RVG1187B995CE7,Austin TX,D:Fuse vs The Scumfrog
ARYCP7D1187B99516B,Toronto Canada,Pat Travers
ARZ3JUB1187B99A5AC,,Halfway to Gone
AR5EQRI1187FB41287,Latvia,Kuba
ARDW5AW1187FB55708,Vermillion SD,Shawn Colvin
ARY4M3J1187B9AC94C,Leeds,John Sebastian
AR7QBU11187B9890B5,,Loketo
ARFZSPU1187B9B5BA9,,John Frizzell
ARONPP01187B995FB5,England,Cockney Rejects
ARBV8MP1187B9B60B1,,Esa Pakarinen
ARPEJMN11F4C84080E,Virginia,New Roanoke Jug Band
ARPAAHK1187B9ABB00,Hanna Alberta Canada,Nickelback featuring Kid Rock
AR1I9KS1187B9AEFD4,,SKYCLAD
AR5IIHR1187B991B70,Tri-Cities Washington,Loudermilk
AR0RCMP1187FB3F427,Beaumont TX,Billie Jo Spears
ARQQCFZ11F4C84217F,,Jazz Crusaders
AR0SG9V1187FB48F36,,Esion Jim
ARZIKR01187B98DF08,,Joe Grushecky
ARY1P2B1187B9B78F5,,Mariano Yanani
ARVEJ9M1187FB4DC44,,Les Ogres De Barback
AROATPL1187FB48E12,Arizona,UFO
ARBXVFV1187B99AA63,Haifa Israel,Gene Simmons
ARCLBZ01187B98D025,,Crematorium
ARL3VGT1187FB40E8E,Buenos Aires.,Los Fabulosos
ARHCUCR1187B98F589,Rio de Janeiro,Geoff Muldaur
ARZBV7T1187FB51EA8,BronxNew York City (USA),Drag-On / DMX
ARAZYBE1187FB38BC1,,Memphis Sheiks
AR7CCCC1187FB578FF,Shelby North Carolina,Don Gibson
ARJ9DSA1187B990E00,,John Mayall & The Bluesbreakers
ARCSHVZ11C8A41575B,Fayetteville AR,Take It Back!
ARFGFXM1187B9ADFAE,,Tony Murena
ARUYVDC12086C11D5C,Stockholm,Fever Ray
AR32PK91187FB4D6E2,Denver CO,Philip Bailey
ARIULTJ1187B9A2017,,Neviss
ARXOTQH1187FB57084,Fairfax California,Chris Brown
ARDCQM61187B9951CE,Sydney Australia,Sneaky Sound System
ARRVGAX1187FB4D745,Bellhaven NC,Little Eva
ARTPGR61187B98B0F6,,Thrilla U
ARF8HTQ1187B9AE693,Paris France,Daft Punk
AR95QS71187FB3F49A,Georgia,Joi
ARKZXSQ1187B9AC9F3,,Joy Division
ARS86AJ1187B9B4225,Port Arthur TX,Janis Joplin
ARCP8YG1187B997D72,UK - England - South East,Claire Hamill
AR2VROU1187FB532D7,Brooklyn NY,The Tokens
AR19SOA1187B98F6E6,New York,Bob Neuwirth
AR37ILI1187B98E27B,London England,Shriekback
ARCII0J1187FB3A1B4,New York City New York,The Marx Brothers
AR2B8ON1187FB58456,,Marcelo Radulovich
ARIZHDO11F4C84808E,,Nikos Xilouris
ARSIECN1257509EBB0,,Kapelle Herrenweide
ARHD3RX1187FB3A7DA,Birmingham England,Steel Pulse
ARMJAGH1187FB546F3,Memphis TN,The Box Tops
AR9JNFU1187B9B9868,,Gal Costa
ARFTMGO1187B9A777A,Toronto Ontario Canada,Percy Faith
ARBNXYA1187FB51C50,Puerto Rico,Daddy Yankee
ARWIHGT1269FCCF034,,The Shirrows
ARBCUNV1187B98A9FB,East Flatbush Brooklyn NY,Busta Rhymes
ARPC5161187B9AF35C,Bowling Green VA,John Cephas & Phil Wiggins
ARDWS2V1187B99AED0,,Mazz
AR06M3F1187FB38BED,Rossville Tennessee (Lived in Como Mississippi),Mississippi Fred McDowell
ARV1JVD1187B9AD195,Chapel Hill NC,Loudon Wainwright III
ARVBP9K1187FB48254,Toronto Ontario Canada,Cancer Bats
ARG274E1187FB4BCA8,,Russ Taff
AR1CB5G1187B9AFB8E,Birmingham England,Electric Light Orchestra
AR9VI9M1187FB410CC,Des Moines Iowa,To My Surprise
AR7KA5V1187FB44E6B,,The Del McCoury Band
ARGCTOE122988F0925,,Sly Dunbar
ARONPP01187B995FB5,England,Cockney Rejects
ARUT60Q1187B9B90E9,,Orquesta Broadway
AR3EABF1187B98AD35,Russia,Sophie Tucker
ARLTQVS11F4C83D49F,,Perrocker
ARMORUX11F50C4EEBF,Texas,Terry Muska
AR0B3RS1187FB48F5D,Cincinnati OH,Why?
ARDW74M1187B98DA34,,Florida Boys
ARSCLMG1187FB3CEE4,California - SF,HardNox
ARLR9U31187B9A71AD,Ann Arbor MI,The Stooges
ARH0NCL1187B99B41A,,Quadro Nuevo
ARRH63Y1187FB47783,Atlanta GA,Kanye West / Lupe Fiasco
ARVD9M11187FB49291,,Headhunter
AR6TD9K1187B9A207D,Cotton Plant AR,Sister Rosetta Tharpe
ARLEYVQ122C86774EB,Pennsylvania,Billy Price_ Fred Chapellier
AR7XU1L1187B98D481,Boston MA,DMZ
ARLIIVS1187FB5583B,Baltimore MD,Philip Glass
AR0O3AV1187FB4D030,New York NY,Agnostic Front
AR5FP401187FB523C9,Duluth MN,Bob Dylan
ARUIRHK1187FB55534,,Frank Chacksfield & His Orchestra
AR3YBMD1187B99F15C,,Frl.Menke
AR77FBJ1187FB49D8D,Detroit MI,The Rance Allen Group
ARE04031187B9AB97F,,Ramy Ayach
ARVN9FZ1187FB393F1,Dundee Scotland,Snow Patrol
AR1AIC51187B98C03F,,Theodor Zox
ARPTHEV123E29C17B3,,Flowin Immo et Les Freaqz
AREZMPH11F4C83B364,Tennessee,Everly Brothers
ARZWK2R1187B98F09F,Chicago,Rise Against
ARA6H4G1187B99E2F2,,Refractory
ARU3YYC1187FB43FEE,Buenos Aires Argentina,Luis Alberto Spinetta
ARCQ3LZ1187FB49B42,,Koffi Olomide
ARA8DDQ1187B9AE3A0,,Eason Chan
ARSJ46X1187FB4A62A,,Various Production
ARD3LXU1187B9ABFC5,,Sex Pistols
ARV2X851187FB41A78,Mass. - Boston,Open Hand
ARWY7I71187FB36C3D,New York NY,Lesley Gore
AR0N9BV1187FB3AD01,Hartford CT,Gene Pitney
AR9AM2N1187B9AD2F1,Manchester England,Inspiral Carpets
ART3KT21187FB450DC,Rome Italy,Ennio Morricone
ARL3HJZ1187B9A35EB,,Johnny Daye
AR812NT1187B9A0355,,Stephen Warbeck
AROLMXS1241B9C6915,,An Cafe
ARMHMPG1187B9A9A4A,,The Wreckers
AR7JPF81187B988D23,Jackson MS,Charlie McCoy
AR9JNFU1187B9B9868,,Gal Costa
ARVOWE21187FB3AE3C,Chicago IL,Enuff Z Nuff
ARKAE1G1187B994A18,,Gershon Kingsley
ARD1XMG1187FB41229,,Winifred Phillips
ARTQ0WY1187B98A7B0,Portobello Scotland,Harry Lauder
ARO4WQR1187B9B9825,Houston TX,Kenny Rogers
ARK9W051187FB4B783,,Zombina & The Skeletones
ARBOG0H1187B99F775,Bremerton WA,MxPx
ARD8JVH1187FB4DA04,England,Bad Company
AREE69X1187FB438D6,,Cannon's Jug Stompers
ARUT16P1187FB532A4,Greenville MS,Tyrone Davis
ARA0JEL1187B998FA3,Vancouver BC Canada,Zumpano
ARRBF3M1187FB4D59F,Los Angeles CA,30 Seconds To Mars
ARJSGPI1241B9C8855,,Birmingham Jubilee Singers
ARJ84561187B993E3E,,Ill Harmonics
ARIMZQZ1187B9AD541,Orange CA,Thrice
ARZXVY01187B9972EC,Colorado,Davol
ARP72BU1187B99CD9A,,Who Made Who
ARTT43U1187B9A9E9B,North Hollywood CA,Shelby Flint
AR6PN8Y11C8A421C16,,Aimable
ARS6KFB1187FB59B12,,K.I.Z.
ARWGY6U1187B98B228,Cuba,Orquesta Sublime
AROF8OV1187FB55B85,Sweden,Pelle Carlberg
AROPC1B1187FB567E3,,Out Of The Grey
ARVN9FZ1187FB393F1,Dundee Scotland,Snow Patrol
ART3TOJ1187B98D1AB,,Dart
AROEVV91187B9B7F4F,Columbia South Carolina,Milieu
ARGBGC71187FB3DD0B,,DJ Nasty
ARZWBH21187B99ACE1,,Günter Noris
ARKFYS91187B98E58F,,Jeff And Sheri Easter
AR7Q0O91187FB4DBE7,Fort Myers FL,Plies
ARU22AM1187B9961EA,,React
ARTWKNF1241B9C87E9,,ZENFU
ARYLSGC11F43A69EF6,Venezuela,Los Amigos Invisibles
ARSZX2G1187B98FCCF,,Korpiklaani
AR502DZ1187B98F8E1,,Brian Dullaghan
AR2O84Q1187FB5BF74,,Salt The Wound
ARS1DCR1187B9A4A56,,Winston Reedy
ARTH9041187FB43E1F,St. Joseph MO,Eminem
ARMRCET1187FB52049,Hacienda Heights CA,Fergie
ARH861H1187B9B799E,Kingsland AR,Johnny Cash
ARE54I01187FB3AE3D,,Flink
ARAIABB1187B9AC6E2,Paddington London England,Seal
ARVBXZ01187B997092,Hawaii,Daniel Paul
ARS0W831187B9AF0B7,,Maximilian Hecker
ARHPDQM1187FB3C318,Leona Texas,Albert Collins
ARBNXYA1187FB51C50,Puerto Rico,Daddy Yankee
ARFERPC1187FB557F6,,Hacken Lee
ARD3ICK1187B9A56C9,,Jimmy Riley
ARHQYFB1187FB4AECF,,The Cortinas
ARCMYSA1187FB4A8E8,Brooklyn NY,Masta Ace Incorporated
AREOGMA1187B9908EF,San Francisco CA,Hot Tuna
AR3EVEE1187B9994B7,Jamaica,Abijah
ARA1UU51187FB5A70B,New Jersey,The Misfits
ARFONKU11F4C8431CC,,Dickies
ARR7YYN1187FB5C015,Rockdale TX,Pee Wee Crayton
ARLFH5Y1187FB44A89,,Tito Allen
ARGEZ5E1187FB56F38,,Audio Adrenaline
ARCW5RB1187FB4383F,Texas,Jessie Lee Miller
ARJ3TAF1187FB4AAB1,California,David & Steve Gordon
AR7SVRP1187FB55875,,Billy May & His Orchestra
ARMI8BW1187FB57B2E,New York NY,Kiss
ARYZ1NG1187FB3FD40,Lille France,Cool cavemen
ARWNRBH1187B9B7E68,Neuilly-sur-Seine France,Philippe Sarde
AR531IG1187FB59B35,CANADA - Ontario,Back Door Slam
AROATPL1187FB48E12,Arizona,UFO
AR6TD9K1187B9A207D,Cotton Plant AR,Sister Rosetta Tharpe & Marie
AR9W3X91187FB3994C,Chiswick London England,Phil Collins
ARWNTXK11EBCD7BBFB,,Alain-François
ARBUOOR1187B997391,Manchester England,Oasis
ARUI8651187B9ACF52,Garnant Wales,John Cale
ART3O5Z1187B9AB043,Dallas TX,Stevie Ray Vaughan And Double Trouble
ARI4S0E1187B9B06C0,Tennessee,David Arkenstone
ARAJTHO11F50C4B80F,,Jeff Massanari Trio
ARXGASQ1187FB3C727,New York NY [Bronx],Camp Lo
ARKBTAQ1187B9B4219,Staten Island NY,David Johansen
ARHN74X1187B98D79F,Galveston TX,Bill Engvall
ARAN38V1187FB4C4EE,Salt Lake City UT,The Almost
ARVCZAB12454A37E86,,Françoise Hardy - Maurane
ARBJC9U1187B9A70AC,Philadelphia PA,Kitty Kallen
ARIJ7MR1187B9B484E,,Peggy Zina
ARJIHNW1187B990FAA,,Tshala Muana
ARQPT7O1187B9AAF4F,,The Sensational Alex Harvey Band
ARLWEID1187B98DE3C,Chicago IL,Chucho Valdés
ARNHHIV1187FB4EA23,NL,New Order
ARQM3XA1187B9A1ED6,,Belami
AR5J8XN1187B9B712E,,Extreme
AR6IJJ41187B98C872,Edinburg TX,Bobby Pulido
ARV69FI1187B9AA14F,,Kari Tapio
ARRC2JF1187B9B6A93,AUSTRALIA,Bruce Rowland
ARXWAQQ1187B9AE954,Newark NJ,Redman
ARL6FF81187FB5A916,Las Vegas NV,Panic At The Disco
AR8BMEQ1187B9B4214,Missouri,Pumpkin Buzzard
AROGWRA122988FEE45,,Christos Dantis
ARMLLP51187B9B27B1,SWEDEN,Janina
AR05XFO1187FB4DAE5,,Mat Maneri
ARMMKRK1187B996E31,,William Goldstein
ARCII0J1187FB3A1B4,New York City New York,The Marx Brothers
ARANOZN1187B9B373E,Los Angeles CA,Descendents
ARLD4VD1187FB39009,,Fast Eddie featuring Kool Rock
ARA373P1187B9A74C7,,Barbarito Diez
ARWENXU12454A2DE56,,CoCo Lee
ARFUSID1241B9C9462,Genova,Daniela Dessì
AROPU0111C8A414FF6,,Doniki
ARBMHBC11F4C8403A2,,Hushabye Baby
AR8U8G41187B9A833B,,Tim Exile
AR9NAVM1187FB51B69,,Life Long Tragedy
ARJG2ID1187B9A767E,Woking Surrey England,The Jam
ARKPDBH1242077DEB1,,Murskahumppa
AR7TTCH1187FB3F95C,Lawton OK,Leon Russell
ARQATWU1187B98EE26,Nueva Jersey (Estados Unidos),Ill Nino
ARTZ90C1187FB55D81,,Jimmy Wayne
AR7074B1187FB4C39B,United States,Ann Lee
ARZ8KO81187B9B1B7C,,Burt Bacharach
ARUG6DV1187B992475,Indianola MS,Willie Clayton
ARCT5P61187FB3D950,United States,The Impressions
AR202MX1187B9B0383,,Tanto Metro & Devonte
ARXP7MQ1187FB3AC5F,LOWELL,Dave Hollister
ARSQFIK11F50C4D038,,Casa Bulga
ARXJSHW1187B9A2A52,Miami FL,Nestor Torres
AR7OCK81187B98D1F1,Los Angeles CA,Debbie Davies
ARBY23A1187B9A82E4,,Naseebo Lal
ARAZCWP129462A97F1,,Bob Marley & The Wailers
ARCLJQZ11E2835CE37,Oakland CA,Alvin Youngblood Hart
ARGOAMH11F4C844C07,,Domna Kountouri
AROSW2I1187FB44866,,Sonora Carruseles
ARG53231187FB3982D,Philadelphia PA,The Starting Line
ARTTFGF11F4C84563C,,L.A.V.I
ARDE7I31187FB43352,Havana Cuba,Gonzalo Rubalcaba
ARFXQZA11F4C841613,,Dezz White
ARXSPYZ1187B98972A,Salina OK,Carl Belew
ARIMW0M1187B99EC59,,TEN MADISON
AR6PJ8R1187FB5AD70,Barranquilla Colombia,Shakira
ARH9NBO1187FB43904,Virginia,David Taylor
ARZEBW31187FB586EA,,Anne Dudley
ARTE3P61187B9A709D,Omaha NE,Roger Williams
ARRDRI71187FB46EAA,Brooklyn NY,Grizzly Bear
ARQCFI11187FB5AE43,Beaumont Texas,George Jones
ARA2ZTN1187B98E3ED,Cleveland OH,This Moment In Black History
ARJJ8I01187FB4CE98,Jaen,Joselito
ARDK6QW1187B9B8D85,UK - England - Yorkshire,UK Subs
AR6HA5Z1187B99C04E,,Seatrain
ARVWNTI1269FB34C59,,SOJA
ARC87OG1187B99F540,Nashville TN,Julie Roberts
ARH3S5S1187FB4F76B,London England,Nirvana
AR4CL6I11C8A4158B4,,Imiskoubria
ARBM4TC1187FB5CE98,Los Angeles CA,Natalie Cole
ARMIMHT1187B98F038,Santa Monica CA,Teena Marie
AR051KA1187B98B2FF,,Wilks
AR15FQ11187FB36BE8,Kingston,Chaka Demus & Pliers
ARDIKTV11F43A69FA4,,Deodato
ARM86R71187FB4CBB4,,Christian Quast
ARFVYJI1187B9B8E13,Seattle WA,Pearl Jam
ART6QCS1187FB40CBD,,Los Auténticos Decadentes
AR6W5MS1187FB3BF47,Los Angeles CA,Little Feat
AR050VJ1187B9B13A7,,Dead Kennedys
ARDPTGD1187B9AD361,Sikeston MO,Brand X
AR2XRFQ1187FB417FE,,Julie Zenatti
ARQ0HOT1187B9A25FA,Mass. - Boston,Mistress
ARJ5BEW1187FB52361,,Inoki
AR9HQ6Y1187FB3C2CB,,Orlando Pops Orchestra
ARMOHN71187FB3959F,Orange County CA,Atreyu
ARODOO01187FB44F4A,,The Baltimore Consort
AR8KUS11187B98C991,,Brigada Victor Jara
ARJGW911187FB586CA,,I Hate Sally
ARV8T9T1187B99F3F4,,Amorphis
AREJXK41187B9A4ACC,France,Raphaël
ARVJ6541187B9A4C3E,Norrtälje,Månegarm
ARU4JBP1187B99263F,,Liquid Gang
ARP23RL1187FB497FE,Robin's Hall Jamaica,Ernest Ranglin / Floyd Lloyd
ARCLBZ01187B98D025,,Crematorium
AR03BDP1187FB5B324,Kentwood LA; Los Angeles CA,Britney Spears
AR2H1J41187FB5C640,Los Angeles California,Danny Elfman
ARPHH7Z1187B9B6A3A,Sona-Bata Zaire,Franco
ARLUAK21187B9B785A,,Ziggy Marley And The Melody Makers
ARRM70G1187B9A7F64,Hudsonville MS,Junior Kimbrough
ARDNS031187B9924F0,Georgia,Tim Wilson
ARKL75U1187FB5B8B6,Waukesha WI,BoDeans
AR243ZT1187B9A98D2,Jackson MS,Otis Spann
ARNZPLV1187FB3DF5D,,Capleton
ARH6W4X1187B99274F,Oxford UK,Radiohead
ARNLO5S1187B9B80CC,Pasadena CA,Van Halen
AR6QQY41187B990574,Dundee Scotland,Danny Wilson
ARUACR61187FB3AB37,,Kisha
AREMHJX1187FB41DAB,London,DJ Vix
ARDVZTE1187FB5A0A1,Sayreville NJ,Bon Jovi
AR23F7J1187B9A550F,Jacksonville TX,Al Dexter
ARFLZK31187B9B0E15,,Kashief Lindo
ARRH2S81187B98C8AA,Madison Wisconsin,Bongzilla
AR15YLD1187FB3D4DD,Copenhagen Denmark,John Tchicai
ARJPZSG1187FB3E985,Kingston Jamaica,John Holt
AROJAG11187B9B71A3,London,The Chap
ARQFKVO1187B9B1777,,Dave Brockie Experience
AREJ5K11187B993F5F,,R. Carlos Nakai
ARB2M051187FB56FA9,New York NY,Spoonie Gee
ARK8OHG1187B99016A,Boston MA,Shadows Fall
ARZFRQM1187B9A9772,,Vanessa Daou
ARQUMH41187B9AF699,Los Angeles CA,Linkin Park
ARCQ3LZ1187FB49B42,,Koffi Olomidé
ARTQ0WY1187B98A7B0,Portobello Scotland,Harry Lauder
ARRPOUR1187FB4D0BA,,Aceyalone
ARIMZQZ1187B9AD541,Orange CA,Thrice
ART8F8O1187B9A538D,Salzburg Austria,Herbert von Karajan and Turin RAI Symphony Orchestra
AR95QS71187FB3F49A,Georgia,Joi
ARDNQ0R1187B9BA1EF,New Orleans LA,Lonnie Johnson
ARI3Y441187FB4B921,,The Dils
ARNARI81187FB3C9A7,Rio de Janeiro Brazil,Flora Purim
ARLJK1O1187B9B0FC4,,The Knightsbridge Strings
AR4W9EZ1187B99282A,New Orleans LA,Kenny Neal
ARCLJQZ11E2835CE37,Oakland CA,Alvin Youngblood Hart
ARO1NHM1187B9B9D27,,Los Solitarios
ARGXIE31187FB55B48,BAKERSFIELD California,Tech N9ne
ARSOPEA1187B9B0F98,,The Rodeo
ARY0XD81187FB5CF38,,Mustafa Sandal / Gülcan
ARUME5Q1187B9B1AA7,Pasco WA,Kristine W.
ARWD82K1187B98CFF2,Richmond VA,Cracker
ARVJVFF1187B9B40D6,Jersey City NJ,Al Di Meola
AR5O6W51187FB46984,Germany,SNAP!
ARZXTEY1187B9997A7,New York NY [Harlem],Juelz Santana / Freekey Zeekey / Monique Garnett
AR5GMAV1187FB3A8F5,Los Angeles CA,Chris Clark
ARW9DSD1187B9A0345,,Los Chunguitos
AR93RTI1187B98ECFB,Navasota TX,Mance Lipscomb
AR2S6UD1187B9B944F,,León Gieco
AREHMUC1187B98B91B,,Java
ARGS39X1187B991939,,Harald Kloser / Thomas Wander / Thomas Schobel
ARUTP601187FB388AC,,The Elders
ARHINI31187B995C1D,,Singing Melody
ARJXULI11F4C83C865,,Bela Fleck And The Flecktones
AR2PT4M1187FB55B1A,,Los Chichos
ARWQ3M31187FB4CF01,Atlanta GA,ARRESTED DEVELOPMENT
ARQOATR1187B9AE959,Los Angeles CA,Jane's Addiction
AR8UA7Z1187B9AD9C9,Rennes,Étienne Daho
ARW0YFZ1187FB442DB,,Markscheider Kunst
ARHKQGH1187B9A4DB4,,In Extremo
AR9RTS51187B996CC8,Hawaii,Bitty McLean
ARY1VGA1187FB5A39E,Lynn Lake Manitoba Canada,Tom Cochrane
ARTKOGW1241B9CD42B,,DJ Omega
ARHD3RX1187FB3A7DA,Birmingham England,Steel Pulse
ARTSRAD1250940F258,,Edouard Duleu
ARZKUQF11F4C8456E8,Birmingham,The Moody Blues
ARW1WST1187FB384DA,,Jope Ruonansuu
ARPYQNG1187FB4AF63,,Virgil Moorefield
ARKULSX1187FB45F84,Utah,Trafik
ARSYKGV1187B9A49CD,,Nicole C. Mullen
ARZLS3G1187FB38347,Rio de Janeiro Brazil,Orquestra
ARON0YP1187FB4B465,New York NY,Fiona
AR72Q9R1187B98A664,,Hatiras
ARM7UY51187B993E17,New York NY,Eddie Palmieri
ARX0X2D1187B99F515,Lousiana,HA-ASH
ARZS5VW1187FB567E8,,William Orbit
ARASWKT1187B9923B7,St. Louis MO,Felix Slatkin/Concert Arts Symphonic Band
ARRLCY71187B9A0FC6,,Jongo Trio
ARXOTQH1187FB57084,Fairfax California,Chris Brown
ARB78VW1187B98F81C,,George Nooks
ARJE0KX1187FB53E82,,Energy
ARYVLXY1187FB373B0,Ixelles Belgium,Maurane
AREYEW21187FB45C47,,Zagar feat. Underground Divas
AR32ETX1187B9A792F,,The Vaughan Brothers
ARY1P2B1187B9B78F5,,Mariano Yanani
ARIMZQZ1187B9AD541,Orange CA,Thrice
AROCP781187B98E2A3,CANADA - Ontario,Nikki Fletcher / Tim Hughes / Various Artists
AR5FP401187FB523C9,Duluth MN,Bob Dylan
AR2O20V1187B989AF6,,Black Tambourine
AROCBZZ11E2835D652,,Small Faces
ARBV8MP1187B9B60B1,,Esa Pakarinen
AR4JY8V1187B98A62F,,Ann Hampton Callaway
ARBCUNV1187B98A9FB,East Flatbush Brooklyn NY,Busta Rhymes
ARJFBZ41187FB560A0,New York NY [The Bronx],Black Sheep
ARWQ2Y71187FB504C0,,Dj Kun
ARG1UAO1187FB55E50,,Sammi Cheng
ARWMNEW1252CCF8F72,,FSTZ
AR0LCRP1187B9B4C5A,,Patrick Samson
ARB6OGR1187FB4D43D,Antibes France,M83
ARXNDB61187B9B2208,,Ken Chu
ARKRUIT11F50C4E6B1,AUSTRALIA - Queensland,Kooii
ARP90NR1187B990ECA,,Rene Touzet
ARRM70G1187B9A7F64,Hudsonville MS,Junior Kimbrough
AR52EZT1187B9900BF,Harlem New York,Alicia Keys
ARV8T9T1187B99F3F4,,Amorphis
ARKA2YS1187B9A4060,,Michèle Arnaud
AROEL1B1187B988B90,South Jamaica Queens,Lost Boyz
ARORFTD1187B99F7D4,台北 Taiwan,Epitaph
AR22R8A1187FB46B9E,Tokyo,Shanadoo
AR567PN1187FB4B4F2,,Moss
ARCWCWU1187FB51F35,,Pietari Inkinen
ARALUUG1187FB58696,Ponchatoula LA,Irma Thomas
ARKJKVO1187FB49D0A,,Michèle Bernard
ARV1RMI1187FB48F94,,Arkona
ARNDL191187FB51583,Seattle USA,Jimi Hendrix
ARWMZYB1187FB480A7,Bogotá D. C. Colombia,Aftermath
ARM3QKQ1187FB421E0,New York New York,Willy DeVille
ARUSOMY1187FB4D3B4,Pittsburgh PA,Anti-Flag
AR68V7Z1187B9A2FCA,GERMANY,Polkaholix
ARJA5XT1187B9B89AA,,David Tao
AR9AN471187B99E0DA,Atlanta Georgia USA,Scott Wesley Brown
AR4OU721187FB4549D,Franklin TN,Paramore
ARUK0W21187B995456,,Isabel Pantoja
AR1PRQ21187FB3B481,,Generation X
ARJ7SQ31187B9AF432,Barking Essex England,Billy Bragg
AR9UT8H1187B9AF504,Tennessee,Ivan Parker
AR4QYVC1187B99985B,,DJ Harry
ARXOTQH1187FB57084,Fairfax California,Chris Brown
ARXJSHW1187B9A2A52,Miami FL,Nestor Torres
ARV1JVD1187B9AD195,Chapel Hill NC,Loudon Wainwright III
ARHO1WI1187B98CB84,,Michael Card
ARMZ4PD1187B9ACBCD,,20/20
ARV5O111187B9A3F3A,Bellevue Washington USA,Carl Davis
ARNNQ9E1187FB3C82F,,Sizzla
AR25WM21187FB461B3,,Francis Lai
ARUG6DV1187B992475,Indianola MS,Willie Clayton
AR4R1FL1187FB55C3B,BA,Death From Above 1979
ARVMZFK11F50C4A0D2,California - SF,Tunsi
ARTE3P61187B9A709D,Omaha NE,Roger Williams
ARWC6LA1187B9B2096,Seattle WA,Ian Moore
ARO41T51187FB397AB,Mexico City Mexico,Sasha
AR7LIU31187B98EF11,,Rita Chiarelli
AR9YS621187FB5AC07,,The Clark Sisters
ARBBFSA122ECCBD070,GERMANY,089 Clique feat. Prophet
AR199MY1187B9B731E,,Madilu System
AR0IVSA1187FB4F069,New York,Helmet
AR1S5O61187B9898AC,California,Chris Eaton
AR83XLX1187B991E33,,Chris Rodriguez
AR9YQN31187FB45B34,Philadelphia PA,James Darren
AR898OD1187B9A14BB,,Olga Tañon
AR8AVU31187FB42175,,The Robert Cray Band
ARETSEJ1241B9C91DC,,El Tiempo
ARR7YYN1187FB5C015,Rockdale TX,Pee Wee Crayton
AR3UYDN1187B99DCA3,,Palito Ortega
ARI3WLL1187B99182B,,Soul Embraced
ARIA09I1187B9A6D6E,Switzerland,Sportsguitar
ARUZL121187FB4B42D,,True Believers
ARVG4OK1187B9B6BD3,,Killers
AR9O98A1187FB39621,NY,The Strokes
AR52EZT1187B9900BF,Harlem New York,Alicia Keys
AR01W2D1187FB5912F,Boulder CO,3OH!3
ARUVPZF1187FB4880D,Tennessee,Charlie Louvin
ARXP7MQ1187FB3AC5F,LOWELL,Dave Hollister
ARO3PIY1187B989933,,Virtue
ARIXCFZ1187B991009,,Two Man Advantage
ARFSPOV1187B9B2363,London England,Basement Jaxx
ARAMIDF1187FB3D8D4,,Alejandro Lerner
ARPHH7Z1187B9B6A3A,Sona-Bata Zaire,Franco
ARR9XGB1187B9912E6,Philadelphia PA,Boyz II Men
ART5IUL1187B9B0143,St. Mary's Jamaica,Lady Saw
ARKBCZ91187B98F486,Santa Monica CA,Coco Montoya
AROATPL1187FB48E12,Arizona,UFO
ARTCYEF12420780FA0,,Los Del Sol
ARD4KNM1187FB3626A,,Liquid Stranger
ARGK9MB1187FB37402,New York NY [Washington Heights],MIMS
ARUME5Q1187B9B1AA7,Pasco WA,Kristine W.
ARVEFIT12086C1686D,,Vinícius de Moraes
ARSAJKR1187FB4C5DC,Detroit MI,Kim Wilson
ARFRKCM1187B99A041,Shawnee OK,Jamie Richards
ARNLW7H1187B99EC9D,,Trick Trick / Eminem
ARB4ZRM1187B993147,,Dark Fortress
ARPZIIA1187FB4CB9F,Laietan UM,Eldar
ARLF92B11A348F0D1E,,Silkie Ft. Harry Craze
ARPKK761187FB4D53C,Anderson IN,The Ataris
ARS81O81187B993AEC,,Lou Busch
AR6MIU31187B994603,,Stefon Harris
ARXTM8U1187B99F200,,Pablo Montero
ARP06GY1187B98B0F0,Detroit USA,Yami Bolo
